Index,teamA,TeamName_x,scoreA,teamB,TeamName_y,scoreB,winner,location,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,tempo_diff,oe_de_diff,de_oe_diff
3345,1254,LIU Brooklyn,58,1384,St. Francis PA,74,B,A,2.61,3.81,0.42,-0.43,4.29,4.16,2.18,2.21,2.42,2.05,-1.37,-0.46,2.03,5.3541,-7.7287,21.1802
3346,1206,George Mason,58,1384,St. Francis PA,46,A,A,2.62,2.26,-2.16,-8.16,4.61,4.87,1.91,2.51,-0.71,2.84,-0.42,0.74,5.42,4.5272,-3.8252,7.3286
3347,1352,Robert Morris,73,1384,St. Francis PA,68,A,A,2.85,3.02,0.14,-3.31,3.93,3.37,1.73,1.28,0.64,0.58,1.44,-0.95,2.89,3.3643,-6.1535,9.0832
3348,1352,Robert Morris,60,1384,St. Francis PA,57,A,A,2.85,3.02,0.14,-3.31,3.93,3.37,1.73,1.28,0.64,0.58,1.44,-0.95,2.89,3.3643,-6.1535,9.0832
3349,1291,Mount St. Mary's,83,1384,St. Francis PA,77,A,B,3.89,5.03,1.78,2.72,4.9,4.3,1.03,1.03,0.1,1.26,1.48,0.32,3.23,7,-1.5548,14.0758
3350,1192,Fairleigh Dickinson,75,1384,St. Francis PA,83,B,B,1.75,3.53,-0.03,-2.02,3.43,2.85,1.73,0.04,-1.27,1.09,0.94,1.36,5.76,3.4432,-7.9877,15.3675
3351,1192,Fairleigh Dickinson,82,1384,St. Francis PA,89,B,A,1.75,3.53,-0.03,-2.02,3.43,2.85,1.73,0.04,-1.27,1.09,0.94,1.36,5.76,3.4432,-7.9877,15.3675
3352,1447,Wagner,56,1384,St. Francis PA,50,A,B,3.16,6.28,-1.57,-5.76,4.84,4.38,3.94,5.03,-0.15,1.89,0.59,3.73,4.68,6.0019,-11.6713,2.8263
3353,1447,Wagner,74,1384,St. Francis PA,45,A,A,3.16,6.28,-1.57,-5.76,4.84,4.38,3.94,5.03,-0.15,1.89,0.59,3.73,4.68,6.0019,-11.6713,2.8263
3354,1148,Central Connecticut,67,1384,St. Francis PA,75,B,A,4.06,6.33,-1.44,-5.29,1.6,0.23,1.38,2.93,1.11,3.4,1.08,2.09,3.27,7.3526,-12.1694,13.5414
3355,1182,Duquesne,78,1384,St. Francis PA,71,A,B,3.26,3.44,0.17,-2.19,4.84,6.51,1.74,3.47,3.58,0.29,0.15,0.03,2.48,5.0779,0.0955,11.7922
3356,1180,Drexel,59,1384,St. Francis PA,49,A,A,2.16,3.71,-1.97,-5.82,4.64,4.91,1.47,4.1,0.12,-2.24,-1.11,1.16,5.75,0.3493,-6.0392,5.0626
3357,1176,Denver,83,1384,St. Francis PA,61,A,A,0.9,-3.99,1,-1.09,0.94,-0.32,-1.76,-2.4,3.15,-0.74,1.35,0.49,4.65,-4.0407,0.5416,11.7524
3358,1110,American,71,1271,Maryland Eastern Shore,58,A,B,1.53,-7.87,0.34,-2.09,-5.15,-6.79,-4.58,2.58,4.17,1.54,-0.33,1.48,-2.32,-5.779,-16.6115,-2.6773
3359,1234,Iowa,109,1271,Maryland Eastern Shore,63,A,A,6.47,5.76,-0.16,-2.12,3.54,4.55,2.01,6.58,5.23,-1.05,0.89,3.1,-1.57,3.6636,0.4237,2.5608
3360,1298,Navy,67,1271,Maryland Eastern Shore,59,A,A,-0.12,-0.53,0.66,1.53,-6.71,-7.21,-0.95,1.61,1.28,0.26,0.09,1.25,-0.51,-3.9796,-25.6268,6.0641
3361,1313,Norfolk St.,66,1271,Maryland Eastern Shore,62,A,B,2.97,-0.26,-0.63,-3.01,-2.25,-2.07,0.56,1.77,2.14,0.7,-0.13,1.81,-0.01,-1.7591,-17.6379,9.586
3362,1313,Norfolk St.,77,1271,Maryland Eastern Shore,65,A,A,2.97,-0.26,-0.63,-3.01,-2.25,-2.07,0.56,1.77,2.14,0.7,-0.13,1.81,-0.01,-1.7591,-17.6379,9.586
3363,1313,Norfolk St.,78,1271,Maryland Eastern Shore,74,A,N,2.97,-0.26,-0.63,-3.01,-2.25,-2.07,0.56,1.77,2.14,0.7,-0.13,1.81,-0.01,-1.7591,-17.6379,9.586
3364,1312,NJIT,77,1271,Maryland Eastern Shore,76,A,B,1.62,0.93,1,0.92,-1.24,-1.56,-2.55,3.16,1.12,0.45,-0.08,1.04,1.46,1.9081,-23.7092,9.4452
3365,1214,Hampton,104,1271,Maryland Eastern Shore,89,A,B,2.77,3.4,-0.5,-1.35,2.52,6.29,1.39,5.04,1.07,2.57,1.34,4.04,4.03,4.8172,-23.8971,0.4101
3366,1354,South Carolina St.,78,1271,Maryland Eastern Shore,71,A,A,0.79,2.46,-1.11,-1.18,-4.14,-3.93,1.79,2.71,0.97,2.75,-0.97,1.18,0,0.2075,-27.9623,11.8906
3367,1224,Howard,73,1271,Maryland Eastern Shore,87,B,B,-2.53,-3.3,-0.87,-3.1,0.51,2.19,-0.23,1.32,-3.35,3.89,-0.17,1.75,2.43,0.6559,-31.946,4.6679
3368,1280,Mississippi St.,77,1271,Maryland Eastern Shore,63,A,A,2.29,-0.61,-1.33,-3.47,-1.23,0.26,-1.86,2.7,1.19,1.48,1.37,0.71,-2.27,1.9235,-20.2543,3.854
3369,1175,Delaware St.,84,1271,Maryland Eastern Shore,71,A,A,-0.86,-4.54,-1.11,-3.18,-3.29,-3.75,-2.32,0.39,0.54,-0.47,-1.36,1.61,-1.5,-5.9678,-22.3119,12.6514
3370,1175,Delaware St.,70,1271,Maryland Eastern Shore,84,B,B,-0.86,-4.54,-1.11,-3.18,-3.29,-3.75,-2.32,0.39,0.54,-0.47,-1.36,1.61,-1.5,-5.9678,-22.3119,12.6514
3371,1299,North Carolina A&T,60,1271,Maryland Eastern Shore,67,B,B,-2.31,-3.33,-0.74,-0.87,4.13,6.9,0.55,3.58,-1.9,2.6,-1.81,2.01,3.78,0.7708,-26.3603,12.8316
3372,1110,American,65,1250,Lehigh,63,A,B,-0.66,-8.32,0.12,-0.75,-1.16,-1.69,-1.62,-1.65,2.13,2,1.06,-0.06,-0.66,-4.7879,-0.9563,-0.1815
3373,1222,Houston,80,1250,Lehigh,66,A,A,1.55,0.67,0.2,0.18,1.46,3.27,2.13,-0.89,1.73,0.79,0.45,2.02,0.39,1.5613,7.108,10.7408
3374,1259,Loyola MD,72,1250,Lehigh,68,A,A,-1.45,-0.54,-1.39,-2.34,2.48,4.78,2.04,-4.35,-1.9,0.13,3.06,0.67,1.46,-0.116,-7.1713,11.0767
3375,1298,Navy,66,1250,Lehigh,68,B,A,-2.31,-0.98,0.44,2.87,-2.72,-2.11,2.01,-2.62,-0.76,0.72,1.48,-0.29,1.15,-2.9885,-9.9716,8.5599
3376,1248,Lafayette,77,1250,Lehigh,71,A,A,1.44,-1.21,1.11,1.13,0.81,-0.07,-0.32,-3.12,-0.2,0.53,0.2,-1.4,-0.08,0.1254,6.3323,17.5707
3377,1254,LIU Brooklyn,69,1250,Lehigh,76,B,B,0.69,2.12,1.3,4.42,2.76,3.61,2.46,-1.28,1.07,0.82,-0.66,-1.22,-0.33,2.9622,-1.8889,20.3052
3378,1131,Boston University,67,1250,Lehigh,66,A,B,1.93,1.71,1.75,4.75,-0.43,-0.88,0.9,-0.8,0.91,-0.09,2.12,-1.68,-0.91,0.438,0.9857,4.4328
3379,1411,Texas Southern,63,1250,Lehigh,67,B,N,1.15,-0.66,0.09,0.25,6.37,8.87,2.53,0.85,0.66,1.25,-0.38,0.03,-1.32,2.2575,2.089,14.6573
3380,1200,Fordham,80,1250,Lehigh,72,A,A,0.96,7.77,0.88,5.85,2.66,3,5.7,-1.88,-0.77,-0.58,1.71,0.56,1.99,3.6265,3.7115,13.5627
3381,1119,Army,79,1250,Lehigh,76,A,B,2.21,3.15,1.31,4.96,0.51,0.96,2.52,-2.59,1.1,1.03,0.96,0.73,0.42,2.6822,0.521,12.5917
3382,1110,American,74,1298,Navy,52,A,A,1.65,-7.34,-0.32,-3.62,1.56,0.42,-3.63,0.97,2.89,1.28,-0.42,0.23,-1.81,-1.7994,-2.9308,3.2047
3383,1110,American,64,1298,Navy,55,A,B,1.65,-7.34,-0.32,-3.62,1.56,0.42,-3.63,0.97,2.89,1.28,-0.42,0.23,-1.81,-1.7994,-2.9308,3.2047
3384,1259,Loyola MD,63,1298,Navy,57,A,A,0.86,0.44,-1.83,-5.21,5.2,6.89,0.03,-1.73,-1.14,-0.59,1.58,0.96,0.31,2.8725,-9.1458,14.4629
3385,1250,Lehigh,72,1298,Navy,65,A,A,2.31,0.98,-0.44,-2.87,2.72,2.11,-2.01,2.62,0.76,-0.72,-1.48,0.29,-1.15,2.9885,-8.5599,9.9716
3386,1154,The Citadel,74,1298,Navy,79,B,B,1.21,-0.35,-0.73,-3.59,3.17,2.62,-1.69,1.58,0.42,-0.03,-2.55,-0.31,-0.34,2.9574,-8.5974,24.7619
3387,1159,Colgate,63,1298,Navy,41,A,A,3.82,-1.83,1.71,0.66,0.56,-1.2,-3.79,1.5,1.66,-1.16,-1.88,-0.98,-1.86,0.1652,1.7871,15.6164
3388,1136,Bryant,90,1298,Navy,80,A,A,4.78,1.94,-0.4,-1.34,4.64,4.91,-1.08,2.48,0.76,-0.37,-0.13,-0.34,-1.38,5.0564,-1.233,13.7785
3389,1438,Virginia,67,1298,Navy,42,A,A,1.68,-2.93,-1.16,-5.12,4.35,5.76,0.15,2.68,0.85,-2.48,-1.13,0.76,-2.97,-2.0773,7.9308,-4.6332
3390,1137,Bucknell,78,1298,Navy,57,A,A,1.89,0.33,-0.13,-3.48,2.86,1.37,-1.19,4.03,-0.34,-1.99,-1.85,-1.58,-2.36,1.0891,-4.3826,6.562
3391,1420,UMBC,58,1298,Navy,73,B,B,0.76,1.44,-0.8,-1.11,4.86,6.51,0.48,0.44,-0.38,2.24,1.21,-0.55,4.21,5.4785,-13.464,14.0958
3392,1110,American,58,1259,Loyola MD,62,B,B,0.79,-7.78,1.51,1.59,-3.64,-6.47,-3.66,2.7,4.03,1.87,-2,-0.73,-2.12,-4.6719,-5.4476,0.4044
3393,1250,Lehigh,66,1259,Loyola MD,52,A,A,1.45,0.54,1.39,2.34,-2.48,-4.78,-2.04,4.35,1.9,-0.13,-3.06,-0.67,-1.46,0.116,-11.0767,7.1713
3394,1165,Cornell,89,1259,Loyola MD,93,B,A,0.8,2.33,2.06,6.93,-4.5,-6.72,-0.49,0.61,-0.66,-0.06,-3.84,-1.47,1.4,-0.2802,-8.3084,24.4364
3395,1298,Navy,65,1259,Loyola MD,67,B,A,-0.86,-0.44,1.83,5.21,-5.2,-6.89,-0.03,1.73,1.14,0.59,-1.58,-0.96,-0.31,-2.8725,-14.4629,9.1458
3396,1248,Lafayette,61,1259,Loyola MD,44,A,A,2.89,-0.67,2.5,3.47,-1.67,-4.85,-2.36,1.23,1.7,0.4,-2.86,-2.07,-1.54,0.2414,1.841,18.1566
3397,1159,Colgate,60,1259,Loyola MD,67,B,B,2.96,-2.27,3.54,5.87,-4.64,-8.09,-3.82,3.23,2.8,-0.57,-3.46,-1.94,-2.17,-2.7073,-0.7297,12.8161
3398,1452,West Virginia,96,1259,Loyola MD,47,A,A,4.14,5.79,3.05,5.53,1.74,0.62,1.24,3.57,2.09,-2.38,-1.62,-1.14,1.19,3.1905,5.6968,7.0669
3399,1221,Holy Cross,65,1259,Loyola MD,52,A,B,0.32,-1.84,1.45,2.94,0.39,-1.31,-0.79,2.82,0.18,-0.35,-2.06,-0.36,-2.21,-1.7658,-4.9719,5.7344
3400,1137,Bucknell,70,1259,Loyola MD,60,A,A,1.03,-0.11,1.7,1.73,-2.34,-5.52,-1.22,5.76,0.8,-1.4,-3.43,-2.54,-2.67,-1.7834,-6.8994,3.7617
3401,1291,Mount St. Mary's,70,1259,Loyola MD,58,A,A,3.42,3.88,4.05,9.91,0.89,-1.03,-0.73,1.89,0.65,-0.1,-0.87,-1.11,-0.59,4.7241,-0.2063,13.7867
3402,1420,UMBC,83,1259,Loyola MD,89,B,A,-0.1,1,1.03,4.1,-0.34,-0.38,0.45,2.17,0.76,2.83,-0.37,-1.51,3.9,2.606,-15.9808,11.2955
3403,1119,Army,91,1259,Loyola MD,82,A,A,3.66,3.69,2.7,7.3,-1.97,-3.82,0.48,1.76,3,0.9,-2.1,0.06,-1.04,2.7982,-3.9703,13.1776
3404,1274,Miami FL,71,1259,Loyola MD,48,A,A,-0.66,-3.13,0.81,2.45,-2.47,-4.24,0.18,3.34,-0.62,-1.95,-3.15,-0.41,-3.52,-7.5251,0.4293,2.9534
3405,1386,Saint Joseph's,88,1259,Loyola MD,77,A,B,2.4,-1.76,2.53,4.36,-0.53,0.1,-1.18,6.06,2.96,0.23,-3.55,0.44,-3.52,0.6571,1.7688,1.2449
3406,1342,Presbyterian,49,1267,Marshall,77,B,B,-0.56,-5.23,-0.04,-3.28,-4.19,-8.48,-5.83,-0.85,0.19,-0.43,-1.9,-0.92,-4.5,-2.6882,-10.1299,20.6047
3407,1336,Penn St.,90,1267,Marshall,77,A,A,0.43,-1.25,0.48,-0.18,0.97,-2.98,-2.56,1.28,0.59,-2.6,-1.73,1.01,0.94,-2.3444,3.9542,2.5568
3408,1317,North Texas,80,1267,Marshall,65,A,B,-0.16,-0.93,-0.61,-4.71,0.91,-1.04,-2.03,1.85,-0.84,-0.43,0.27,-0.08,0.06,0.309,-6.2672,5.6138
3409,1292,Middle Tennessee,56,1267,Marshall,53,A,B,-0.32,-4.58,-0.45,-4.26,0.36,-1.03,-1.06,0.65,1.64,-0.52,0.87,1.09,0.19,-3.9121,-1.3932,-2.2879
3410,1423,UNC Wilmington,78,1267,Marshall,96,B,B,-1.26,-1,-1.31,-4.04,-3.16,-6.18,-1,-0.55,-0.24,-1.63,-0.33,0.22,-1.44,-4.6359,-10.0549,5.8453
3411,1194,Florida Atlantic,65,1267,Marshall,57,A,B,-1.2,-3.27,0.56,-0.44,-2.26,-4.78,-0.97,0.32,0.39,-0.36,-1.53,0.92,-1.37,-3.644,-4.2237,8.7534
3412,1431,UTEP,66,1267,Marshall,56,A,A,-0.84,-8.06,-1.35,-6.32,2.87,1.81,-2.67,2.2,2.12,0.13,-1.26,0.41,-1.58,-3.9805,0.2098,0.4129
3413,1372,Stephen F. Austin,80,1267,Marshall,73,A,B,2.1,-1.16,1.42,0.64,1.04,-1.8,0.1,-2.74,5.48,-2.16,0.8,-0.49,0.93,-3.7768,6.3439,2.1904
3414,1349,Rice,63,1267,Marshall,73,B,A,-2.77,-5.61,2.05,4.33,-4.44,-7.9,-5.51,0.61,2.99,-0.24,-1.77,-1.76,-0.79,-4.7005,-11.3384,8.7396
3415,1435,Vanderbilt,69,1267,Marshall,67,A,A,-1.9,-6.45,0.42,-0.39,-1.22,-3.38,-3.06,1.3,2.09,0.22,-1.55,0.8,-2.52,-4.5598,-2.7,0.5674
3416,1287,Morehead St.,102,1267,Marshall,94,A,A,0.26,-3.23,-0.35,-1.84,5.71,4.87,0.39,0.46,1.71,2.74,1.35,-0.78,3.84,1.1425,-3.0718,5.58
3417,1117,Arkansas St.,83,1267,Marshall,82,A,B,0.77,-1.83,3.16,3.36,1.98,-0.81,-3.53,1.75,2.43,-0.6,0.47,-0.82,-1.87,0.1104,0.8715,7.8444
3418,1187,East Carolina,61,1267,Marshall,64,B,B,-1.1,-4.86,2.92,3.46,0.88,-2.44,-3.07,-0.87,1.89,-1.1,-0.13,-0.79,-2,-2.9578,0.0984,12.4209
3419,1427,UTSA,90,1267,Marshall,81,A,A,-2.43,-6.26,0.37,-1.41,3.48,2.06,-1.05,-1.16,-0.61,2.76,-0.38,-1.87,0.73,-0.7956,-4.6284,15.8453
3420,1412,UAB,68,1267,Marshall,62,A,B,1.18,3.24,-0.84,-3.37,1.5,0.84,3.34,4.68,1.37,-0.16,-1.16,0.49,-2.28,0.1505,-1.7478,4.4592
3421,1342,Presbyterian,67,1457,Winthrop,71,B,A,-0.36,-2.1,-2.33,-4,-5.13,-6.37,-2.86,0.33,0.4,0.03,-1.84,0.33,-4.56,-0.405,-13.5328,16.1266
3422,1342,Presbyterian,60,1457,Winthrop,82,B,B,-0.36,-2.1,-2.33,-4,-5.13,-6.37,-2.86,0.33,0.4,0.03,-1.84,0.33,-4.56,-0.405,-13.5328,16.1266
3423,1433,VCU,92,1457,Winthrop,71,A,A,2.31,7.81,-0.62,0.83,-1.04,-0.12,4.22,1.57,2.39,-0.41,5.01,1.86,-0.47,3.9438,-0.7758,-13.683
3424,1241,James Madison,57,1457,Winthrop,69,B,B,-3.03,-3.81,-3.16,-2.59,0.45,1.69,0.2,1.44,-1.96,-0.44,-0.3,0.7,-0.45,-1.8636,-10.5728,3.0405
3425,1205,Gardner Webb,56,1457,Winthrop,51,A,B,0.94,2.63,-3,-4.96,0.34,1.17,2.27,0.7,3.47,-0.27,1.33,0.63,-1.13,0.3521,-9.6292,2.5728
3426,1205,Gardner Webb,85,1457,Winthrop,79,A,A,0.94,2.63,-3,-4.96,0.34,1.17,2.27,0.7,3.47,-0.27,1.33,0.63,-1.13,0.3521,-9.6292,2.5728
3427,1440,VMI,57,1457,Winthrop,58,B,B,5.55,13.83,0.45,6.64,-0.35,0.31,4.07,4.5,1.97,-2.37,0.35,3.6,-0.92,7.6365,-2.8082,7.8313
3428,1347,Radford,76,1457,Winthrop,64,A,B,2.87,2.73,-2.13,-3.43,0.3,1.07,1.2,1,1.4,-1.7,0.36,1.23,-0.66,1.8494,-2.8898,10.6688
3429,1367,USC Upstate,74,1457,Winthrop,82,B,B,1.62,1.94,-1.71,-0.69,-1.16,-0.21,2.39,2.99,4.59,-0.38,0.25,1.08,-1.45,-0.1741,-3.2931,2.4148
3430,1219,High Point,60,1457,Winthrop,62,B,N,1.32,-0.51,-1.96,-4.5,-3.31,-5.07,-0.32,-0.53,3.7,-0.78,-0.38,1.1,-3.32,-1.9233,-3.8658,8.5569
3431,1144,Campbell,62,1457,Winthrop,88,B,B,-0.29,-0.26,0.72,4.5,-5.92,-7.54,0.61,-0.74,2.84,0.44,-0.63,1.74,-1.85,-2.8023,-10.8148,12.9802
3432,1251,Liberty,62,1457,Winthrop,73,B,A,1,0.75,-2.41,-4.67,-2.65,-3.29,2.86,1.73,2.03,0.71,-1.72,0.84,-1.89,-1.4117,-7.9553,9.422
3433,1149,Charleston Southern,68,1457,Winthrop,85,B,B,2.11,4.87,1.19,4.5,-1.09,-1.69,1.14,2.68,1.83,-1.45,-0.02,0.04,-1.33,1.6267,-3.9311,8.0331
3434,1149,Charleston Southern,84,1457,Winthrop,64,A,A,2.11,4.87,1.19,4.5,-1.09,-1.69,1.14,2.68,1.83,-1.45,-0.02,0.04,-1.33,1.6267,-3.9311,8.0331
3435,1255,Longwood,59,1457,Winthrop,76,B,A,0.28,2.38,-2.49,-4.18,-3.2,-4.79,-0.39,-1.31,1.7,0.33,0.37,-0.69,-0.35,2.6379,-12.3382,14.6932
3436,1300,North Carolina Central,72,1457,Winthrop,66,A,A,-0.03,-2.26,-3,-4.98,3.26,4.21,1.52,0.99,3.37,-1.28,1.51,1.44,0.07,-2.3373,-1.2129,-4.0117
3437,1342,Presbyterian,74,1219,High Point,81,B,A,-1.68,-1.59,-0.37,0.5,-1.82,-1.3,-2.54,0.86,-3.3,0.81,-1.46,-0.77,-1.24,1.5183,-16.468,14.3707
3438,1421,UNC Asheville,67,1219,High Point,78,B,B,0.51,2.54,0.93,2.45,5.59,7.26,1.77,2.98,-2.53,1.77,0.73,2.02,2.63,5.5695,-4.8568,7.0637
3439,1422,UNC Greensboro,82,1219,High Point,74,A,A,-0.73,2.95,-0.93,-0.62,2.08,4.23,0.7,3.53,-3.29,2.04,-0.1,-1.29,5.22,5.7504,-16.5172,4.046
3440,1205,Gardner Webb,80,1219,High Point,76,A,A,-0.38,3.14,-1.04,-0.46,3.65,6.24,2.59,1.23,-0.23,0.51,1.71,-0.47,2.19,2.2754,-12.5644,0.8169
3441,1347,Radford,81,1219,High Point,72,A,B,1.55,3.24,-0.17,1.07,3.61,6.14,1.52,1.53,-2.3,-0.92,0.74,0.13,2.66,3.7727,-5.825,8.9129
3442,1459,Wofford,56,1219,High Point,66,B,B,-1.49,-0.29,-0.35,0.04,-0.65,0.88,0.94,0.33,-2.29,-1.61,0.28,-1.95,0.91,-2.2445,-10.6795,-2.0369
3443,1251,Liberty,70,1219,High Point,76,B,A,-0.32,1.26,-0.45,-0.17,0.66,1.78,3.18,2.26,-1.67,1.49,-1.34,-0.26,1.43,0.5116,-10.8905,7.6661
3444,1251,Liberty,60,1219,High Point,67,B,B,-0.32,1.26,-0.45,-0.17,0.66,1.78,3.18,2.26,-1.67,1.49,-1.34,-0.26,1.43,0.5116,-10.8905,7.6661
3445,1457,Winthrop,64,1219,High Point,65,B,B,-1.32,0.51,1.96,4.5,3.31,5.07,0.32,0.53,-3.7,0.78,0.38,-1.1,3.32,1.9233,-8.5569,3.8658
3446,1255,Longwood,75,1219,High Point,83,B,B,-1.04,2.89,-0.53,0.32,0.11,0.28,-0.07,-0.78,-2,1.11,0.75,-1.79,2.97,4.5612,-15.2734,12.9373
3447,1456,William & Mary,69,1214,Hampton,77,B,B,0.44,-5.89,3.15,4.22,-4.81,-8.49,-5.55,-2.37,1.74,-4.48,-2.31,-2.94,-7.18,-6.7136,11.607,16.6925
3448,1313,Norfolk St.,73,1214,Hampton,79,B,A,0.2,-3.66,-0.13,-1.66,-4.77,-8.36,-0.83,-3.27,1.07,-1.87,-1.47,-2.23,-4.04,-6.5763,1.6968,13.7383
3449,1313,Norfolk St.,53,1214,Hampton,61,B,B,0.2,-3.66,-0.13,-1.66,-4.77,-8.36,-0.83,-3.27,1.07,-1.87,-1.47,-2.23,-4.04,-6.5763,1.6968,13.7383
3450,1271,Maryland Eastern Shore,65,1214,Hampton,71,B,B,-2.77,-3.4,0.5,1.35,-2.52,-6.29,-1.39,-5.04,-1.07,-2.57,-1.34,-4.04,-4.03,-4.8172,-0.4101,23.8971
3451,1366,Savannah St.,71,1214,Hampton,80,B,A,-3,-6.76,-0.73,-1.86,-6.23,-9.46,-2.23,-3,-2.06,0.6,-1,-1.2,-2.67,-6.8089,-8.8607,4.2613
3452,1251,Liberty,70,1214,Hampton,53,A,N,0.66,-2.21,0.12,-1.57,-5.72,-10.12,-0.31,-1.5,0.73,-1.62,-3.25,-2.76,-5.43,-6.1636,0.3321,16.6501
3453,1224,Howard,47,1214,Hampton,63,B,B,-5.3,-6.7,-0.37,-1.75,-2.01,-4.1,-1.62,-3.72,-4.42,1.32,-1.51,-2.29,-1.6,-4.1613,-12.6113,8.8202
3454,1457,Winthrop,95,1214,Hampton,101,B,B,-0.34,-2.96,2.53,3.1,-3.07,-6.83,-3.17,-3.23,-1.3,-2.33,-1.53,-3.6,-3.54,-4.7519,2.6657,12.8498
3455,1175,Delaware St.,60,1214,Hampton,73,B,A,-3.63,-7.94,-0.61,-1.83,-5.81,-10.04,-3.71,-4.65,-0.53,-3.04,-2.7,-2.43,-5.53,-10.785,-2.9772,16.8037
3456,1115,Arkansas Pine Bluff,65,1214,Hampton,72,B,N,-2.93,-5.76,0.71,0.88,-5.2,-7.95,-3,-4.99,-0.55,0.07,1.78,-3.86,-4.09,-3.7955,-8.1844,10.8387
3457,1456,William & Mary,45,1452,West Virginia,82,B,N,-1.67,-8.19,0.77,1.02,-2.52,-2.5,-4.48,-0.78,0.58,0.8,-1.02,0.03,-4.14,-3.9798,8.0319,-1.7375
3458,1267,Marshall,64,1452,West Virginia,74,B,N,-2.25,-2.13,-2.14,-0.82,-1.72,1.27,0.87,-0.46,-2.25,3.41,-0.18,0.62,-0.56,0.2651,-5.3875,-8.9831
3459,1330,Old Dominion,60,1452,West Virginia,78,B,N,-3.77,-7.1,-2.73,-4.71,-3.85,-2.07,-0.27,-0.14,-2.92,3.67,-0.29,1.06,-0.83,-4.4822,-4.6072,-13.1126
3460,1328,Oklahoma,72,1452,West Virginia,62,A,A,1.25,1.18,0.65,2.03,1.47,1.16,-0.15,1.97,1.47,1.72,0.43,0.25,-1.5,3.3162,12.9244,-13.9974
3461,1395,TCU,69,1452,West Virginia,74,B,A,-5.58,-8.23,-3.18,-5.8,0.12,-0.07,-3.63,-2.58,-2.06,1.98,-0.31,0.14,-3.3,-2.2714,-6.0931,-11.2396
3462,1395,TCU,59,1452,West Virginia,81,B,B,-5.58,-8.23,-3.18,-5.8,0.12,-0.07,-3.63,-2.58,-2.06,1.98,-0.31,0.14,-3.3,-2.2714,-6.0931,-11.2396
3463,1400,Texas,66,1452,West Virginia,49,A,N,-0.59,-0.28,-2.76,-4.74,0.51,2.9,3.03,2.89,-0.43,2.64,-0.65,2.97,-1.47,0.7804,5.5404,-17.9241
3464,1439,Virginia Tech,87,1452,West Virginia,82,A,A,-4.93,-7.26,-0.94,-1.3,-3.85,-3.18,-1.19,2.06,-2.29,2.93,-3.15,1.52,-3.63,-4.9921,-5.8208,-13.8316
3465,1235,Iowa St.,77,1452,West Virginia,102,B,B,2.89,1.96,0.42,3.14,-0.88,-0.25,-1.82,4.77,5.36,0.83,-0.38,-0.09,-3.11,3.3116,11.9634,-16.4347
3466,1124,Baylor,64,1452,West Virginia,66,B,A,-1.38,-4.34,-0.49,-1.29,-0.52,1.02,2.15,0.25,1.33,2.07,-1.32,2.64,-2.98,-4.7386,14.6105,-12.2284
3467,1329,Oklahoma St.,73,1452,West Virginia,72,A,B,0.04,-3.28,-0.73,-1.11,3.42,4.75,-2.48,1.89,0.45,0.7,1.17,1.76,-0.92,0.7948,10.0322,-18.2373
3468,1458,Wisconsin,70,1452,West Virginia,63,A,N,-2.17,-7.25,-0.12,0.26,0.45,-0.01,-3.24,0.58,-1.07,-1.66,-1.41,0.49,-5.59,-4.8213,15.499,-15.5734
3469,1243,Kansas St.,78,1452,West Virginia,56,A,A,-2.04,-4.29,-1.85,-2.5,-1.91,-0.56,0.38,-0.22,2.28,2.59,-0.22,-0.06,1.16,-2.9148,4.0414,-18.7312
3470,1345,Purdue,73,1452,West Virginia,70,A,B,-0.69,0.06,-2.38,-3.72,-1.53,-0.43,1.88,1.53,-0.1,2.56,-0.82,2.22,0.16,-0.5303,2.7663,-13.0179
3471,1182,Duquesne,83,1452,West Virginia,96,B,B,-1.35,-3.5,-0.61,-0.53,-0.91,0.56,-1.26,0.76,2.04,1.31,-0.58,-0.26,-2.53,-0.3885,6.0397,-5.8563
3472,1211,Gonzaga,80,1452,West Virginia,76,A,B,0.26,-5.8,-1,-2.77,-1.24,-1.28,-2.39,2.43,1.29,1.52,0.29,0.88,-2.44,-2.1384,7.5286,-20.5321
3473,1403,Texas Tech,86,1452,West Virginia,89,B,A,-1.91,-6.44,-3.5,-6.47,-1.78,-2.56,-0.25,-2.65,-1.75,2.31,-0.28,0.63,-1.62,-5.0743,5.7719,-12.2315
3474,1242,Kansas,83,1452,West Virginia,69,A,A,1.01,-4.8,-2.3,-4.38,2.33,3.72,-0.24,2.52,1.93,3.46,-0.56,2.64,0.56,0.1073,14.6408,-17.352
3475,1242,Kansas,86,1452,West Virginia,92,B,B,1.01,-4.8,-2.3,-4.38,2.33,3.72,-0.24,2.52,1.93,3.46,-0.56,2.64,0.56,0.1073,14.6408,-17.352
3476,1456,William & Mary,78,1241,James Madison,56,A,A,3.81,0.88,3.78,3.71,-2.19,-3.35,-2.58,-0.58,5,-1.71,-0.48,-0.04,-3.19,-0.0981,5.9008,14.4155
3477,1358,Sam Houston St.,77,1241,James Madison,76,A,N,3.26,2.23,1.84,-0.13,2.26,4,1.64,-1.71,5.94,0.58,0.71,0.09,2.48,1.6918,-0.7028,9.8719
